source,target,relationship_type,qualificacao_socio
HENRIQUE MOURA VORCARO,MILO INVESTIMENTOS S.A.,socio_to_company,10
LUIZ ROBERTO DA CUNHA MAIA,SOS GAMES E BRINQUEDOS ELETRONICOS LTDA,socio_to_company,30
JOSE JUNIOR FIORENTINO NASSER,AMARALINA SERVICOS LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,CASA DE CARNES DULCINEIA EIRELI,socio_to_company,65
FABIO DE SOUZA MOREIRA,HOLDING DUMONT & CRUZ ADMINISTRACAO E PARTICIPACOES LTDA.,socio_to_company,22
CASSIA DE MATOS BARBOSA,RAIZ DA TERRA BRAZILIAN NATURE WEAR E CONFECCOES LTDA,socio_to_company,49
ALINE BUENO RIBEIRO VORCARO,BORGES E KAISER COMERCIO DE FLORES LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,PEDROSAS CONSTRUCOES E INCORPORACOES LTDA,socio_to_company,49
MIRIAM SALEM ASSEF,SOLUTION PARKING ESTACIONAMENTOS - EIRELI,socio_to_company,65
JOSE JUNIOR FIORENTINO NASSER,A4L GREEN POWER EUCALIPTO LTDA,socio_to_company,22
WESLEY WADSON CASTRO SILVA,METALURGICA JAWA LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,PROSPERAR EMPREENDIMENTOS DE VENDAS LTDA,socio_to_company,5
MULTIPAR EMPREENDIMENTOS E PARTICIPACOES S.A.,PROSPERAR EMPREENDIMENTOS DE VENDAS LTDA,socio_to_company,22
LUIZ ROBERTO DA CUNHA MAIA,PATRIMUS CORRETORA DE SEGUROS LTDA,socio_to_company,49
FABIO DE SOUZA MOREIRA,MARINA RODRIGUES DA SILVA LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,SIM PLANET SISTEMA DE INFORMATICA E MONITORAMENTO LTDA,socio_to_company,22
FERNANDO ALVES VIEIRA,CESTARO SERVICOS E CONSTRUCOES LTDA,socio_to_company,22
JACQUES GABRIEL VORCARO HORTA,DUARTE E GOMES SERVICOS LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,BLACKBOX DESIGN E COMUNICACAO LTDA,socio_to_company,49
GUILHERME HARISON ESPINOSA DE OLIVEIRA,MINERACAO DE CAULIM SAO BENTO LTDA,socio_to_company,22
JOAO LUCAS MAZONI ANDRADE,AMS GESTAO EM ENGENHARIA EMPRESARIAL LTDA,socio_to_company,49
JULIO LOURENCO NETO,CALFF CONSULTORIA LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,VRLJ SERVICOS DE TI LTDA,socio_to_company,49
HELTON JONAS GONCALVES VILELA,CENTAURO PAPELARIA E AVIAMENTOS,socio_to_company,49
WESLEY WADSON CASTRO SILVA,ASSOCIACAO DE FARMACIAS E DROGARIAS ASFAD,socio_to_company,10
EDILSON OLIVEIRA DE SOUZA,PAI E FILHO PRE-MOLDADOS LTDA,socio_to_company,49
GUILHERME HARISON ESPINOSA DE OLIVEIRA,CCS MODAS LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,COMERCIO DE AGUA PROGRESSO LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,CP CONCORDIA PARTICIPACOES SPE LTDA.,socio_to_company,5
NATALIA BUENO VORCARO ZETTEL,MOUNTAIN PARTICIPACOES S.A.,socio_to_company,16
HENRIQUE MOURA VORCARO,MOUNTAIN PARTICIPACOES S.A.,socio_to_company,10
SONIA GONCALVES VILELA,SECON SENA ENGENHARIA E CONSTRUCAO LTDA,socio_to_company,22
MIRIAM SALEM ASSEF,J.S.G ESTRUTURAS METALICAS INDUSTRIA E COMERCIO LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,POLYMAB REPRESENTACOES LTDA,socio_to_company,22
GUILHERME HARISON ESPINOSA DE OLIVEIRA,MINERADORA FORTE LTDA,socio_to_company,49
RODRIGO CAMARGOS DE MAGALHAES PINTO,ASSOCIACAO CLUBE DO CAVALO DE BURITIS,socio_to_company,16
GUILHERME HARISON ESPINOSA DE OLIVEIRA,ALCANCE LOCACAO DE EQUIPAMENTOS LTDA.,socio_to_company,22
JULIO LOURENCO NETO,AGENCIA DIGITAL COISAS DA POLITICA LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,CSS EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,49
MERCATO CONSULTORIA IMOBILIARIA LTDA.,CSS EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,22
EDILSON OLIVEIRA DE SOUZA,"GOMES-IMPORTACAO,EXPORTACAO,CO E REPRESENTACOES LTDA",socio_to_company,22
AILTON ALVES GUIMARAES,MADAME M ARTIGOS DO VESTUARIO LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,LEANDRO MAGNO RODRIGUES COMERCIO DE ALIMENTOS LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,DEL REI SERVICOS ADMINISTRATIVOS LTDA.,socio_to_company,49
MIRIAM SALEM ASSEF,JAMILE POLTRONIERI SERVICOS MEDICOS LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,VG EMPREENDIMENTOS IMOBILIARIOS LTDA.,socio_to_company,5
MULTIPAR EMPREENDIMENTOS E PARTICIPACOES S.A.,VG EMPREENDIMENTOS IMOBILIARIOS LTDA.,socio_to_company,22
WELLINGTON EDUARDO FERREIRA,HELIO MOTO PECAS DE MIRAI LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,PRIMACOR SERVICOS MEDICOS LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,MULTIMAX PARTICIPACOES S/A,socio_to_company,16
HENRIQUE MOURA VORCARO,MULTIMAX PARTICIPACOES S/A,socio_to_company,10
NATALIA BUENO VORCARO ZETTEL,INFINITY PARTICIPACOES S/A,socio_to_company,16
HENRIQUE MOURA VORCARO,INFINITY PARTICIPACOES S/A,socio_to_company,10
AILTON ALVES GUIMARAES,ASSOCIACAO DOS MORADORES E AMIGOS DOS BAIRROS VILA PARIS E CORACAO DE JESUS,socio_to_company,10
FABIO DE SOUZA MOREIRA,OLIVEIRA TRANSPORTES DE CARGA LTDA,socio_to_company,49
RODRIGO CAMARGOS DE MAGALHAES PINTO,CASA DO CHURRASCO GUTIERREZ LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,LM ADMINISTRACAO E LOCACAO LTDA,socio_to_company,22
EDILSON OLIVEIRA DE SOUZA,GOMES E MAGALHAES COMERCIO E REPRESENTACOES LTDA,socio_to_company,22
WESLEY WADSON CASTRO SILVA,DECO FERRAMENTAS LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,INDUSTRIA DE CONFECCOES ICOMAZ ZAZ LTDA,socio_to_company,49
CICERO GOMES FONSECA,IGREJA BATISTA GRANDEZA DE DEUS,socio_to_company,16
CICERO GOMES FONSECA,CASA BELA PRESENTES LTDA,socio_to_company,22
EDILSON OLIVEIRA DE SOUZA,MERCEARIA E SACOLAO DOM BOSCO LTDA,socio_to_company,22
GERALDA REGINA DE SOUZA,THE POINT CONVENIENCIA RIO PRETO LTDA,socio_to_company,49
IMPLANTE FELIZ PARTICIPACOES LTDA,CLINICA ODONTOLOGICA SORRIA ARARAS LTDA,socio_to_company,22
WESLEY WADSON CASTRO SILVA,EHC DROGARIA LTDA,socio_to_company,49
JOSE CARLOS ISIDORO AVELINO,SNR ESTRUTURAS METALICAS E CONSTRUCAO LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,IPHONERIA CONTAGEM LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,FARMASERV SOLUCOES EM SERVICOS LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,SORRIA ITATIBA ODONTOLOGIA LTDA,socio_to_company,5
IMPLANTE FELIZ PARTICIPACOES LTDA,SORRIA ITATIBA ODONTOLOGIA LTDA,socio_to_company,22
JOAO LUCAS MAZONI ANDRADE,GESSICA ROCHA SERVICOS LTDA,socio_to_company,49
GERALDA REGINA DE SOUZA,IGREJA DE DEUS NO BRASIL DE ALTO PARAISO,socio_to_company,16
JACQUES GABRIEL VORCARO HORTA,ACAI MATER LTDA,socio_to_company,49
GUILHERME HARISON ESPINOSA DE OLIVEIRA,M. F. SOUTO REPRESENTACOES LTDA,socio_to_company,22
MARIELY LACERDA DOS SANTOS,MARCO ANTONIO GIUSTO E CIA LTDA,socio_to_company,22
FERNANDO ALVES VIEIRA,M.M. CASA E ADORNO LTDA,socio_to_company,49
CASSIA DE MATOS BARBOSA,NOVO VENTURA CALCADOS E ACESSORIOS LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,PELAJJIO COMUNICACAO LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,IGREJA BATISTA EM RENOVACAO ESPIRITUAL MONTE SINAI EM SAO PEDRO,socio_to_company,16
GUILHERME HARISON ESPINOSA DE OLIVEIRA,LANTERNAGEM COSTALONGA MEDRADO LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,MOBILIADORA NASSER LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,PGM SERVICOS AGRONOMICOS LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,PHC PARTICIPACOES LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,VIVERE COLIVING HUMAITA LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,BRASAGRO TECH LTDA,socio_to_company,22
HENRIQUE MOURA VORCARO,SUPERMERCADO MG DA ECONOMIA LTDA,socio_to_company,49
SONIA GONCALVES VILELA,BRUNO PEREIRA DA SILVA SANTOS APOIO ADMINISTRATIVO LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,LOPES E CORREA REPRESENTACOES LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,JF CONSTRUCOES LTDA,socio_to_company,22
CICERO GOMES FONSECA,HIDROTERAPIA CENTRO DE REABILITACAO ESPECIALIZADA LTDA,socio_to_company,49
FABIO DE SOUZA MOREIRA,CLUBE A DAS D DE CASA DOSB JULIANA CELESTINO ADJACENTES,socio_to_company,16
CASSIA DE MATOS BARBOSA,PLACE CARTUCHOS E TONNERS LTDA,socio_to_company,49
LUIZ ROBERTO DA CUNHA MAIA,TURBO AUTO PECAS LTDA.,socio_to_company,22
NATALIA BUENO VORCARO ZETTEL,BF STORE LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,PANIFICADORA PAO E VIDA LTDA,socio_to_company,49
ALINE BUENO RIBEIRO VORCARO,EFAJ CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA,socio_to_company,49
ALINE BUENO RIBEIRO VORCARO,PHENIX TRANSPORTE RODOVIARIO DE CARGAS LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,CASA LOTERICA VARGEM BONITA LTDA,socio_to_company,22
FERNANDO ALVES VIEIRA,RIO BELO PARTICIPACOES LTDA.,socio_to_company,5
HENRIQUE MOURA VORCARO,EAGLES VISION LTDA.,socio_to_company,5
EAGLES BRASIL PARTICIPACOES LTDA.,EAGLES VISION LTDA.,socio_to_company,22
FABIO DE SOUZA MOREIRA,I S A SERVICOS ADMINISTRATIVOS LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,COMERCIAL BRUSCHI LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,ACOUGUE NOVA ALIANCA LTDA,socio_to_company,49
JACQUES GABRIEL VORCARO HORTA,CRESEMP MERCEARIA LTDA,socio_to_company,49
CICERO GOMES FONSECA,BRINQUELAGENS LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,VIDAZUL IMPORTACAO E EXPORTACAO LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,VEM SORRIR CLINICA ODONTOLOGICA JAGUARIUNA LTDA,socio_to_company,5
MARIELY LACERDA DOS SANTOS,VEM SORRIR CLINICA ODONTOLOGICA JAGUARIUNA LTDA,socio_to_company,5
IMPLANTE FELIZ PARTICIPACOES LTDA,VEM SORRIR CLINICA ODONTOLOGICA JAGUARIUNA LTDA,socio_to_company,22
NATALIA BUENO VORCARO ZETTEL,O3 CLEAN ESTETICA AUTOMOTIVA LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,PHUB COWORKING E EVENTOS LTDA,socio_to_company,5
FERNANDO ALVES VIEIRA,ABM PARTICIPACOES E EMPREENDIMENTOS LTDA,socio_to_company,5
SONIA GONCALVES VILELA,P F S DA SILVA ENGENHARIA E PROJETOS LTDA,socio_to_company,49
JULIO OLIMPIO DE CARVALHO,CR DIGITAL LTDA,socio_to_company,49
FABIO DE SOUZA MOREIRA,CROSS X FACTOR FONTESVILLE ACADEMIA LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,ALTC CONSULTORIA PROJETOS LTDA,socio_to_company,22
EDILSON OLIVEIRA DE SOUZA,SISDENTE - SISTEMA INTEGRADO DE SAUDE DENTAL LTDA,socio_to_company,49
RODRIGO CAMARGOS DE MAGALHAES PINTO,REPLAN REPRESENTACOES LTDA,socio_to_company,49
JULIO LOURENCO NETO,CENTRO COMUNITARIO JOAO PEREIRA DE PAIVA,socio_to_company,16
ALINE BUENO RIBEIRO VORCARO,INOVACAO COMPUTACAO MOVEL LTDA,socio_to_company,22
CICERO GOMES FONSECA,VIDRACARIA E REVESTIMENTOS SAVASSI LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,MG AGROSERVICOS LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,JESSICA GALVAO HEIM SERVICOS MEDICOS LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,HMV PARTICIPACOES LTDA.,socio_to_company,49
ALINE BUENO RIBEIRO VORCARO,HMV PARTICIPACOES LTDA.,socio_to_company,22
HENRIQUE MOURA VORCARO,FANSI BAZAR E COMERCIO LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,JARDINS BH PARTICIPACOES LTDA.,socio_to_company,5
CICERO GOMES FONSECA,SERVICOS MEDICOS PENNA LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,N R T COLCHOES LTDA,socio_to_company,49
CASSIA DE MATOS BARBOSA,JCDESIGNER TREINAMENTO E DESENVOLVIMENTO WEB LTDA,socio_to_company,22
FABIO DE SOUZA MOREIRA,FRANCA ESPECIALIZADA EM TRANSPORTES DE VEICULOS NOVOS E SEMI-NOVOS LTDA,socio_to_company,49
RODRIGO CAMARGOS DE MAGALHAES PINTO,CAR TEC TECNOLOGIA AUTOMOTIVA LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,FORTALEZA COMERCIO DE ENXOVAIS LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,MAQ PREST SERVICOS DE TERRAPLENAGEM LTDA,socio_to_company,49
CASSIA DE MATOS BARBOSA,ORGANIZACAO CARMO & CUNHA LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,BICICLETAS & CIA COMERCIO LTDA,socio_to_company,49
MIRIAM SALEM ASSEF,FENIX MULTIMIDIA LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,ROSALINA MOVEIS LTDA,socio_to_company,49
EDILSON OLIVEIRA DE SOUZA,ASSOCIACAO COMUNIDADE ALERTA DO PIRATININGA,socio_to_company,16
AILTON ALVES GUIMARAES,HOSPITAL SANTA TEREZINHA LTDA,socio_to_company,49
HELTON JONAS GONCALVES VILELA,LIBERTY INTERMEDIACOES EM AGRONEGOCIOS LTDA,socio_to_company,22
JULIO LOURENCO NETO,CD CLINICA MEDICA E CIRURGICA LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,SETE IRMAOS SERVICOS & COMERCIO LTDA,socio_to_company,22
FERNANDO ALVES VIEIRA,INVESTFIVE EMPREENDIMENTOS IMOBILIARIOS LTDA.,socio_to_company,49
MIRIAM SALEM ASSEF,PARTIDO DA FRENTE LIBERAL DE CAPELA DO ALTO,socio_to_company,16
AILTON ALVES GUIMARAES,UNIMED MONTE CARMELO COOPERATIVA DE TRABALH MEDICO LTDA,socio_to_company,10
NATALIA BUENO VORCARO ZETTEL,NZ CONSULTORIA LTDA.,socio_to_company,49
CASSIA DE MATOS BARBOSA,MC IMPLEMENTOS RODOVIARIOS LTDA,socio_to_company,49
IMPLANTE FELIZ PARTICIPACOES LTDA,CLINICA ODONTOLOGICA IMPLANTE FELIZ MOCOCA LTDA,socio_to_company,22
WESLEY WADSON CASTRO SILVA,PADARIA PURO SABOR LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,RETIRO DOS VALES PARTICIPACOES LTDA.,socio_to_company,5
FERNANDO ALVES VIEIRA,PAMPULHA MALL PARTICIPACOES LTDA.,socio_to_company,5
JACQUES GABRIEL VORCARO HORTA,NORTE KART CLUBE,socio_to_company,16
HELTON JONAS GONCALVES VILELA,LOCAO VICENTINO INDUSTRIA E COMERCIO LTDA,socio_to_company,49
GERALDA REGINA DE SOUZA,ALINE EDITORA E ARTES GRAFICAS LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,JOAO CARLOS DA SILVA E OUTRA,socio_to_company,59
JOAO LUCAS MAZONI ANDRADE,ORAL DIOR ODONTOLOGIA LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,GAMA SAUDE SERVICOS ADMINISTRATIVOS LTDA,socio_to_company,5
SONIA GONCALVES VILELA,REZENDE AUTO PECAS LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,LHC INFORMATICA LTDA,socio_to_company,49
CASSIA DE MATOS BARBOSA,CSP - SERVICOS ADMINISTRATIVOS A EMPRESAS LTDA,socio_to_company,49
FABIO DE SOUZA MOREIRA,FACRISMA - TRANSPORTADORA LTDA.,socio_to_company,49
MIRIAM SALEM ASSEF,RODRIGUES E MARQUES LTDA,socio_to_company,49
AILTON ALVES GUIMARAES,NEOPED ATENDIMENTO INFANTIL LTDA.,socio_to_company,22
HELTON JONAS GONCALVES VILELA,SORAGGI LTDA,socio_to_company,22
LUIZ ROBERTO DA CUNHA MAIA,DRA. LARYSSA CASTILHO FISIOTERAPIA LTDA,socio_to_company,49
SONIA GONCALVES VILELA,G.A SOLUCOES E SERVICOS LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,DECO FERRAMENTAS DISTRIBUIDORA LTDA,socio_to_company,49
CASSIA DE MATOS BARBOSA,ENERGY DIGITAL LTDA,socio_to_company,49
JOAO LUCAS MAZONI ANDRADE,HENGE ENGENHARIA E CONSULTORIA LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,MERCEARIA DO DINO EIRELI,socio_to_company,65
AILTON ALVES GUIMARAES,HIDRAUBET INDUSTRIA E COMERCIO LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,MUTUCA LOCADORA TRANSPORTES E SERVICOS LTDA,socio_to_company,49
FABIO DE SOUZA MOREIRA,MARIANA ANTUNES SILVA LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,RENATO TOMAIN LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,TRANCOSO ECO NEGOCIOS IMOBILIARIOS LTDA,socio_to_company,5
FERNANDO ALVES VIEIRA,TRES VALES NEGOCIOS IMOBILIARIOS LTDA,socio_to_company,5
HENRIQUE MOURA VORCARO,FALCON BH INVESTIMENTOS LTDA.,socio_to_company,5
HEBRON PARTICIPACOES LTDA.,FALCON BH INVESTIMENTOS LTDA.,socio_to_company,22
NATALIA BUENO VORCARO ZETTEL,STARMED ATIVIDADES MEDICAS LTDA,socio_to_company,22
LUIZ ROBERTO DA CUNHA MAIA,RL CLINICA CAPILAR LTDA,socio_to_company,49
MIRIAM SALEM ASSEF,C.R.A. EMPREITEIRA DE CONSTRUCAO CIVIL LTDA,socio_to_company,49
GUILHERME HARISON ESPINOSA DE OLIVEIRA,CONTABILIDADE BELMIRO LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,TM INSTALACOES DE GAS LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,BLACKWOOD BARBEARIA LTDA,socio_to_company,5
PMD PARTICIPACOES LTDA,BLACKWOOD BARBEARIA LTDA,socio_to_company,22
GUILHERME HARISON ESPINOSA DE OLIVEIRA,MGA MINERACAO E TRANSPORTES LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,RONIE A. T. TOMBA LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,CLIX NET LTDA,socio_to_company,49
NATALIA BUENO VORCARO ZETTEL,VALE DO OURO PARTICIPACOES LTDA,socio_to_company,5
MARIELY LACERDA DOS SANTOS,CONSULTORIA THIAGO PINHEIRO LTDA,socio_to_company,22
SONIA GONCALVES VILELA,AREAL BERILO LTDA,socio_to_company,22
JULIO OLIMPIO DE CARVALHO,IMPLANTE FELIZ PARTICIPACOES LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,NASCIMENTO FONTES LAGE ADVOGADOS ASSOCIADOS,socio_to_company,49
WESLEY WADSON CASTRO SILVA,SIMPLE SAFETY TECNOLOGIA LTDA,socio_to_company,22
MARIELY LACERDA DOS SANTOS,IMPLANTE FELIZ CLINICA ODONTOLOGICA VARGINHA LTDA,socio_to_company,5
JULIO OLIMPIO DE CARVALHO,IMPLANTE FELIZ CLINICA ODONTOLOGICA VARGINHA LTDA,socio_to_company,5
IMPLANTE FELIZ PARTICIPACOES LTDA,IMPLANTE FELIZ CLINICA ODONTOLOGICA VARGINHA LTDA,socio_to_company,22
GERALDA REGINA DE SOUZA,IMPRESSO DE MINAS LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,CARDOSO & ALMEIDA - INSTALACOES HIDRAULICAS LTDA,socio_to_company,22
CICERO GOMES FONSECA,ELETRICA SANTA CLARA LTDA,socio_to_company,22
JOSE CARLOS ISIDORO AVELINO,RAPTA LANCHONETE LTDA,socio_to_company,49
JULIO LOURENCO NETO,VOLTEX LUBRIFICANTES E COMPONENTES AUTOMOTIVOS LTDA,socio_to_company,49
MIRIAM SALEM ASSEF,JL - FASHION STORE COMERCIO DE ROUPAS LTDA,socio_to_company,49
HELTON JONAS GONCALVES VILELA,FORJACO - INDUSTRIA E COMERCIO DE PRODUTOS SIDERURGICOS LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,R & R TURISMO LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,EVELLYN CONSERVADORA DE IMOVEIS LTDA,socio_to_company,22
WELLINGTON EDUARDO FERREIRA,ALBRAGA CONSULTORIA EM INFORMATICA LTDA,socio_to_company,49
EDILSON OLIVEIRA DE SOUZA,MURAD EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,MAXIZ GESTAO IMOBILIARIA LTDA.,socio_to_company,49
WESLEY WADSON CASTRO SILVA,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,16
AILTON ALVES GUIMARAES,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
CASSIA DE MATOS BARBOSA,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
FABIO DE SOUZA MOREIRA,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
GUILHERME HARISON ESPINOSA DE OLIVEIRA,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
JOSE JUNIOR FIORENTINO NASSER,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
LUIZ ROBERTO DA CUNHA MAIA,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
HENRIQUE MOURA VORCARO,ASCOBI ASSOCIACAO COMERCIAL DO BAIRRO DAS INDUSTRIAS,socio_to_company,10
GUILHERME HARISON ESPINOSA DE OLIVEIRA,JCAV MEDICAL LTDA,socio_to_company,49
HV EMPREENDIMENTOS E PARTICIPACOES LTDA,MULTI SP EMPREENDIMENTOS E PARTICIPACOES LTDA,socio_to_company,22
JACQUES GABRIEL VORCARO HORTA,LIMP HIGIENIZACAO E LIMPEZA POS OBRAS LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,KARINNE ANDRADE ARQUITETURA & DESIGN LTDA,socio_to_company,49
GERALDA REGINA DE SOUZA,LIDIA S. DO CARMO LTDA,socio_to_company,49
JOAO LUCAS MAZONI ANDRADE,LOJA HIADO LTDA,socio_to_company,49
GUILHERME HARISON ESPINOSA DE OLIVEIRA,COSTA SOUTO MODAS LTDA,socio_to_company,49
WELLINGTON EDUARDO FERREIRA,INFOSEC - INFORMATICA E MONITORAMENTO ELETRONICO,socio_to_company,49
FERNANDO ALVES VIEIRA,INSTITUTO MINEIRO DE RADIO-ONCOLOGIA LTDA,socio_to_company,5
GERALDA REGINA DE SOUZA,GBM COMERCIO DE COUROS LTDA,socio_to_company,49
SONIA GONCALVES VILELA,CARLOS FRANCISCO BARBOZA & CIA LTDA,socio_to_company,49
CICERO GOMES FONSECA,DUDA MODAS INDUSTRIA E COMERCIO LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,GUARA EMPREENDIMENTOS E APOIO ADMINISTRATIVO LTDA,socio_to_company,5
CASSIA DE MATOS BARBOSA,SMR LXV - SOCIEDADES MEDICAS REUNIDAS LXV LIMITADA,socio_to_company,22
JOSE JUNIOR FIORENTINO NASSER,A3 MADEIRA LTDA,socio_to_company,22
JOSE JUNIOR FIORENTINO NASSER,GSSEC CONSULTORIA EM INFORMATICA LTDA.,socio_to_company,49
JULIO LOURENCO NETO,SUNSHINE STATE OIL BRASIL PARTICIPACOES S.A.,socio_to_company,10
NATALIA BUENO VORCARO ZETTEL,PRIME BUSINESS PARTICIPACOES LTDA,socio_to_company,5
FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS,PRIME BUSINESS PARTICIPACOES LTDA,socio_to_company,22
WELLINGTON EDUARDO FERREIRA,CORE FISIOTERAPIA E PILATES LTDA,socio_to_company,49
HENRIQUE MOURA VORCARO,MC PERFORMANCE MARKETING LTDA,socio_to_company,49
IMPLANTE FELIZ PARTICIPACOES LTDA,CLINICA IMPLANTE FELIZ PAULINIA LTDA,socio_to_company,22
MARIELY LACERDA DOS SANTOS,CLINICA IMPLANTE FELIZ PAULINIA LTDA,socio_to_company,5
IMPLANTE FELIZ PARTICIPACOES LTDA,CLINICA IMPLANTE FELIZ EXTREMA LTDA,socio_to_company,22
AILTON ALVES GUIMARAES,BAIAO E BARROTE COMERCIO DE ARMARINHOS LTDA,socio_to_company,49
MARIELY LACERDA DOS SANTOS,VM ELETRIFICACOES E LOCACOES DE MAQUINAS LTDA,socio_to_company,22
HELTON JONAS GONCALVES VILELA,FH ENGENHARIA LTDA,socio_to_company,49
HELTON JONAS GONCALVES VILELA,BARI CONSTRUTORA E INCORPORADORA LTDA,socio_to_company,49
WESLEY WADSON CASTRO SILVA,"SONORIZACAO NUNES, FERREIRA E SILVA LTDA",socio_to_company,49
GERALDA REGINA DE SOUZA,L&L TRANSPORTADORA LTDA,socio_to_company,49
JOSE JUNIOR FIORENTINO NASSER,GREENDREAMS ASSESSORIA E EMPREENDIMENTOS EIRELI,socio_to_company,65
SONIA GONCALVES VILELA,GENNESIS REPRESENTACOES LTDA,socio_to_company,49
FERNANDO ALVES VIEIRA,AFH VILA DA SERRA EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,5
PMD PARTICIPACOES LTDA,AFH VILA DA SERRA EMPREENDIMENTOS IMOBILIARIOS LTDA,socio_to_company,22
